company_id,department,product_id,product_name,category,units_sold,revenue,profit_margin,customer_feedback_score,employee_id,employee_name,employee_role,employee_performance_score,employee_turnover,training_program_completed,salary,supplier_id,supplier_name,inventory_level,reorder_point,technology_usage_score,brand_loyalty_score,market_research_index,exit_interview_score,mission_clarity_score,company_direction_score,future_planning_score,years_with_company,contract_value,projected_growth
27,Production,1086,Phone,Electronics,181,1509.572903688254,22.14479515057375,2,10917,Jane Smith,Salesperson,1,1,0,52847.84098540242,902,Supplier C,253,106,3,4,3,8,3,7,7,10,36860.284564123795,17.39121879762403
83,IT,1646,Charger,Gadgets,382,76455.44403632706,12.040438172759838,7,19054,Michael Brown,Engineer,5,0,1,100112.81532816542,947,Supplier A,234,201,7,6,7,5,6,3,10,9,74216.12776767272,18.078143575827678
11,HR,1713,Tablet,Gadgets,386,12991.141828507954,20.571712332950746,8,14320,Jane Smith,Manager,1,1,0,31552.16790755218,944,Supplier C,457,471,2,5,1,5,6,8,8,19,35512.039470325726,11.540577780889084
34,Production,1224,Laptop,Accessories,272,94083.57317174571,17.31575692468366,6,12225,Michael Brown,Salesperson,7,1,1,49963.46229201689,638,Supplier D,773,178,7,8,4,4,8,6,10,18,46233.728633920466,24.23437917226167
86,Production,1001,Headphones,Electronics,182,99093.94533885618,22.795670371521645,7,12660,Michael Brown,Manager,5,1,0,118268.74359591636,690,Supplier A,164,232,2,4,7,6,2,6,7,6,62622.50002896542,9.604887745127096
23,IT,1715,Headphones,Accessories,311,62031.46275328735,16.418035478249422,6,17055,John Doe,Technician,5,0,1,39659.01724668061,683,Supplier C,492,159,4,9,7,2,2,10,10,2,64731.09232673421,24.58818914494302
76,Sales,1447,Headphones,Accessories,280,55671.41183322869,16.399347663185765,8,13966,John Doe,Engineer,10,0,0,94600.80300972605,809,Supplier B,934,133,3,8,6,4,1,5,1,11,80906.66687004389,10.414371480506073
77,IT,1224,Charger,Electronics,231,110976.36070547499,9.811435236424472,3,16461,Tom Green,HR Specialist,10,0,0,39805.40993298832,726,Supplier B,170,209,5,3,7,1,8,7,10,19,11222.518792769926,17.207898747442123
36,Production,1305,Charger,Accessories,142,130719.35113409744,5.3845893249231676,4,13947,Lisa White,HR Specialist,6,0,0,64219.19332460172,991,Supplier B,413,430,10,7,9,8,4,4,9,7,75703.31223889327,6.6096366755552545
14,Marketing,1386,Phone,Accessories,12,8720.539896801667,13.737907743082426,4,11029,Michael Brown,Engineer,2,1,0,48152.529929367636,763,Supplier D,31,294,10,10,7,5,10,5,3,18,59537.75940515036,9.815031499289196
30,Sales,1985,Tablet,Gadgets,361,36775.171249439525,14.901583352839971,2,15618,Tom Green,Manager,3,0,1,67059.13323389443,589,Supplier C,61,302,6,1,9,7,1,3,6,11,87952.79256453385,18.33379751403109
98,IT,1442,Phone,Gadgets,284,95986.11024443424,8.873930790149213,1,13285,John Doe,Technician,8,1,1,88730.76189123816,952,Supplier D,476,491,10,6,2,6,2,5,8,18,63486.33700037158,11.391754240882081
31,Sales,1344,Laptop,Electronics,246,87073.9984381134,27.73943517732934,4,18316,Tom Green,Manager,4,1,0,95644.86826955141,730,Supplier A,754,459,5,10,6,2,8,2,10,9,75567.10997894591,14.548162436317611
97,IT,1960,Laptop,Gadgets,206,41561.58725759817,11.581599810219332,4,10680,Lisa White,HR Specialist,9,0,1,104258.50728254633,822,Supplier B,700,193,8,6,2,5,9,9,2,18,70744.89867026135,21.766415792650275
95,Production,1844,Tablet,Electronics,194,69241.57535413474,6.534809421928484,4,17018,Michael Brown,Salesperson,8,1,1,32814.206907475855,902,Supplier B,307,145,3,8,3,2,8,7,1,11,58436.78120475895,2.074231502071245
60,IT,1435,Charger,Electronics,272,24156.899795982845,10.362575485697246,9,17462,Tom Green,Manager,1,1,0,49258.61355214725,951,Supplier B,852,72,5,7,2,7,1,9,5,9,69498.02500928627,19.703694414994573
9,Sales,1291,Tablet,Electronics,394,54301.65330217563,13.594259639079946,5,13591,Tom Green,Salesperson,1,1,1,113571.47458862561,919,Supplier B,399,337,4,7,3,4,5,10,3,0,26693.228775479907,23.56341691042349
26,Sales,1761,Charger,Gadgets,397,50378.605269960506,13.016935131305077,6,12403,Lisa White,HR Specialist,10,0,0,35009.79181433713,747,Supplier A,174,135,4,4,10,4,9,10,2,4,15483.424683243826,14.3038549007682
52,Sales,1369,Phone,Electronics,265,3926.7533344869453,26.391113808431367,5,18060,Lisa White,Technician,4,1,1,59230.15853424133,705,Supplier B,828,225,10,5,2,8,10,1,5,9,33121.47765677357,5.796607495593336
85,Sales,1561,Headphones,Gadgets,403,196350.94348301706,25.154951698608954,9,15993,Tom Green,HR Specialist,2,1,1,99182.66037214038,545,Supplier D,366,196,2,1,5,9,3,10,10,15,28740.982069701353,8.938763596037152
97,Marketing,1712,Charger,Electronics,282,1421.6884273550936,14.384095721687707,7,17716,Lisa White,Technician,1,0,0,85068.15905189184,664,Supplier A,56,145,7,7,4,8,4,5,10,10,24766.64659645629,6.549248636592387
41,Sales,1962,Laptop,Electronics,415,119175.83783729302,7.892848977332624,8,19618,Jane Smith,Manager,3,0,1,35397.924937762116,736,Supplier B,831,366,7,8,2,2,3,7,5,3,14001.221312255395,11.572416122917087
15,HR,1441,Tablet,Electronics,153,21662.24932179613,11.179222767491861,9,18475,Jane Smith,Manager,1,1,0,65207.552973157915,641,Supplier D,401,254,4,10,2,7,3,5,3,4,85191.04920230508,19.46323259940308
31,Sales,1556,Headphones,Electronics,56,93848.38631975178,18.42126593977475,4,12693,John Doe,Technician,10,0,0,82167.47886829622,721,Supplier C,499,409,8,5,5,1,9,3,2,16,97919.85264306315,2.3650942558224353
40,Marketing,1503,Tablet,Electronics,280,142495.90948968913,6.268737135321479,8,18936,Lisa White,Manager,8,1,1,116086.79706773057,585,Supplier C,535,386,8,10,7,10,5,8,1,19,83834.99097563392,19.58792730602935
57,Sales,1670,Laptop,Gadgets,464,78289.63928861772,9.633968873545207,5,13220,Jane Smith,Salesperson,3,0,1,37388.683766436836,931,Supplier A,558,374,8,8,6,2,3,1,9,15,70588.2476363157,23.167197164609867
32,HR,1134,Laptop,Accessories,216,45721.095883092916,8.781893763675473,5,19029,Lisa White,Technician,4,0,0,79948.02559489582,879,Supplier B,922,352,4,8,1,10,2,2,8,2,45048.14905442347,23.65672392247783
93,Marketing,1628,Headphones,Electronics,200,160239.77878359417,13.62791947554141,9,16650,Michael Brown,Engineer,8,0,0,31759.590026834252,761,Supplier D,426,347,3,1,3,10,9,3,4,15,20249.13961516618,9.67648982746884
4,Sales,1745,Tablet,Accessories,85,92038.62336820076,20.542855414174227,5,17144,John Doe,Salesperson,4,0,0,84454.44491446613,697,Supplier D,500,333,6,5,9,1,8,1,4,17,76141.44740829701,16.545924663944824
54,HR,1458,Laptop,Electronics,372,144522.48324630957,18.49023704475053,2,12943,Jane Smith,Technician,2,1,1,90674.84782816045,838,Supplier D,483,356,10,2,2,9,8,4,2,19,9912.43988521452,14.86469606479357
38,IT,1519,Tablet,Accessories,149,17063.866726130065,18.41729288051404,5,13452,John Doe,Salesperson,9,1,1,84346.55656568402,786,Supplier B,750,336,3,10,6,8,9,3,9,0,25311.53854969598,9.885773069479018
94,IT,1597,Laptop,Gadgets,356,33770.38085394232,17.867530884718384,2,13971,Jane Smith,Technician,9,0,1,56777.595584872994,987,Supplier C,195,253,3,6,10,10,1,10,8,16,56900.723972332824,3.320416998926717
66,Marketing,1237,Laptop,Accessories,73,6380.674885037857,8.219182966598558,1,17522,Jane Smith,Salesperson,9,1,1,87279.91132412672,717,Supplier D,347,305,4,5,2,7,4,2,9,17,57137.142680154444,22.217498779283908
100,Production,1994,Laptop,Accessories,31,91303.62867520684,22.26363814692945,6,14501,Lisa White,Technician,9,0,1,78535.35725897175,657,Supplier B,566,270,9,9,4,6,4,8,1,2,24700.10718854616,1.7608760247143627
92,Marketing,1388,Laptop,Gadgets,32,31168.13864921066,20.98388823861391,5,14159,Lisa White,Salesperson,6,1,1,45893.24211947707,599,Supplier C,318,359,2,6,4,7,1,3,4,17,71215.67221193048,17.24181396147279
96,Marketing,1439,Tablet,Electronics,250,147677.94570683135,24.53128523482016,10,14091,John Doe,Engineer,2,0,0,101637.18550472321,826,Supplier A,353,145,8,9,5,4,10,3,1,18,36716.621538523556,8.420439157624138
73,IT,1620,Laptop,Accessories,438,85134.04980038547,13.444852482351603,2,18295,Tom Green,Manager,6,1,1,87508.81598289094,785,Supplier A,975,332,1,7,3,6,4,7,4,12,40018.69305919032,15.395924744763986
15,Marketing,1240,Laptop,Gadgets,414,25044.054924048192,27.64724658239067,10,17775,Jane Smith,Engineer,4,1,1,95581.85925035678,801,Supplier D,255,472,2,7,3,8,10,4,4,16,90386.60133068012,14.631189363019287
39,IT,1620,Phone,Accessories,405,51203.64372164663,27.83469392644666,2,12617,Jane Smith,Manager,6,0,0,44382.326933903794,509,Supplier D,102,365,4,1,1,8,7,2,1,5,48255.4083823936,20.02808057296852
94,HR,1641,Charger,Gadgets,317,56116.94985308392,11.519878237728133,2,12404,John Doe,Salesperson,10,0,1,87513.72149241528,520,Supplier A,159,289,4,4,5,10,1,7,6,18,27294.5320928533,7.397950356027128
76,Marketing,1625,Headphones,Gadgets,443,17068.065173923183,17.797984709823925,4,11979,Jane Smith,Engineer,6,1,1,57096.614341785345,778,Supplier C,881,141,3,6,9,1,8,8,1,11,58960.849185131534,9.145638305469248
91,Production,1367,Headphones,Accessories,473,221030.18365829278,10.590612138760555,9,12901,Lisa White,Technician,6,0,0,57045.12334164097,753,Supplier C,182,430,6,6,2,4,8,7,5,1,61753.30664630134,17.22706620305039
55,Sales,1372,Charger,Electronics,228,128722.32412921447,27.992624576576162,7,18959,Michael Brown,HR Specialist,4,0,1,111387.33152422708,863,Supplier D,666,318,6,10,3,4,1,3,3,15,48445.60981532933,11.399067252879284
14,Production,1436,Charger,Gadgets,392,17408.520598732815,12.210192198292468,6,15628,Lisa White,Salesperson,5,1,0,71314.13785104066,736,Supplier C,634,286,8,1,9,9,4,1,4,14,43861.027245076475,23.45491188612774
37,IT,1996,Charger,Accessories,41,37297.636036312724,20.389803514348873,5,16187,Jane Smith,Salesperson,10,1,0,44710.66087430137,504,Supplier D,9,473,3,6,9,2,4,9,8,13,42749.626820044075,18.40090666792561
41,Marketing,1340,Headphones,Gadgets,40,42785.42790722224,13.822199854185447,2,14503,John Doe,Technician,1,1,0,98852.78746767939,621,Supplier A,427,427,8,6,7,3,7,1,4,11,80787.0419918874,17.762156246484235
16,HR,1923,Phone,Gadgets,47,90146.55486291174,6.566161037964639,7,18034,John Doe,HR Specialist,6,0,1,113540.58249629177,798,Supplier C,994,72,8,4,4,6,6,9,7,18,63681.54496385803,24.303939621526226
64,Sales,1132,Phone,Electronics,58,15438.260233563846,9.614473901309609,6,14134,Tom Green,Engineer,1,0,0,99048.36833850016,938,Supplier B,488,192,9,9,2,4,6,8,3,14,88489.70716035996,15.243271360192473
15,Marketing,1969,Headphones,Accessories,59,106105.44527703438,5.22919352439125,8,15909,Jane Smith,Technician,7,1,0,87211.13905023431,779,Supplier C,676,134,4,10,3,10,3,1,5,18,36749.31317297579,18.194636748772297
18,IT,1768,Charger,Gadgets,113,180819.21569957328,7.746246696622132,7,12755,Michael Brown,HR Specialist,10,1,1,96659.42249185308,717,Supplier D,671,101,6,5,3,9,5,9,6,5,46295.60255300339,15.295471844082607
47,Production,1436,Phone,Accessories,73,20927.16020668727,23.146189676467664,3,15584,Michael Brown,Engineer,1,0,1,49798.38130632834,658,Supplier C,845,275,3,6,6,8,6,7,7,11,9968.525470659391,9.225732692487654
23,HR,1910,Phone,Gadgets,467,175889.92137753815,5.456857577573472,8,17907,Lisa White,Salesperson,4,0,1,77314.61086483664,589,Supplier C,262,134,1,8,2,9,5,6,4,13,35916.11593355812,22.591239678694425
73,IT,1334,Laptop,Accessories,140,5757.345484491376,12.744004607321465,4,19812,Michael Brown,Salesperson,10,0,1,41188.219933348766,574,Supplier C,238,205,7,2,3,1,3,1,5,17,98501.09032610648,20.624921523324996
44,HR,1027,Headphones,Electronics,343,52029.95432685098,24.85932196504209,2,19429,Lisa White,Manager,1,0,1,81833.14307700704,926,Supplier A,693,369,1,9,3,7,5,3,6,10,46852.729833123696,12.201594336661383
91,HR,1752,Laptop,Electronics,190,82783.65336175218,12.00275893614938,3,12479,Michael Brown,Manager,5,1,0,93630.02261767161,912,Supplier D,906,287,6,7,1,5,8,3,2,16,7855.110313335732,15.878278103649087
13,Production,1731,Charger,Accessories,304,50593.58631999343,17.145796677692395,8,15038,John Doe,HR Specialist,4,1,0,33650.912396537926,955,Supplier A,954,280,4,9,9,4,5,7,4,7,25780.43780996652,12.562863551719381
24,Marketing,1351,Laptop,Accessories,96,74511.26380677272,17.29463835997879,1,18921,John Doe,HR Specialist,1,1,0,110908.0885163125,572,Supplier C,393,229,6,7,7,1,6,10,6,14,78268.66198701611,14.552905656112635
49,Production,1672,Laptop,Electronics,175,15042.547883131667,10.142192165310272,6,14335,Jane Smith,Manager,6,0,1,46992.49397848603,765,Supplier B,375,481,4,5,9,2,5,5,10,3,35391.380096148365,5.382910682961105
38,Sales,1691,Charger,Accessories,405,87570.55694076633,14.51855621353305,1,13305,Lisa White,Salesperson,8,1,0,86439.23191536727,559,Supplier B,975,347,4,7,10,1,4,2,1,7,94630.68280730199,17.45581035994556
75,Sales,1595,Tablet,Electronics,151,17672.76515701132,28.293737551477424,9,12088,Jane Smith,Technician,3,1,1,62051.254114384814,565,Supplier C,329,332,10,10,5,10,3,10,4,16,86506.89365856153,1.458629032449073
76,Production,1735,Phone,Electronics,407,102408.82736693331,23.47889503013973,3,14761,John Doe,Technician,10,0,1,49603.27529765152,905,Supplier D,568,449,1,10,9,1,4,5,3,0,96288.9565667412,16.78271391932327
45,HR,1859,Headphones,Electronics,268,5823.486145792763,6.3141386887628315,3,16037,Michael Brown,Manager,7,1,1,64423.16041965298,513,Supplier D,823,74,3,7,9,6,4,2,7,17,23158.161204161526,10.227468392842326
29,IT,1284,Phone,Electronics,27,17892.967205531415,5.521191795596016,1,14232,Lisa White,HR Specialist,8,1,1,35820.3467184017,788,Supplier A,825,127,5,7,5,6,2,3,1,0,27431.264169480837,3.5291927728664056
40,Marketing,1222,Tablet,Accessories,219,24265.532581356863,25.11625990511344,8,19845,John Doe,Engineer,3,0,1,84014.63248015067,735,Supplier D,368,224,7,10,5,1,1,3,3,9,83907.55102240675,23.05081965057823
21,Marketing,1693,Headphones,Electronics,357,54521.60723845189,27.91599165970125,9,19986,Tom Green,Technician,1,1,0,104761.3874856879,535,Supplier B,880,491,7,6,6,10,9,1,9,2,97609.93732128698,3.4243508617041565
85,HR,1221,Phone,Electronics,44,93800.7308894216,23.89035595019702,8,17094,Jane Smith,HR Specialist,4,0,0,74106.55104352339,958,Supplier A,771,157,5,1,9,7,4,1,6,16,59794.99611211793,23.308705373210003
19,IT,1252,Tablet,Accessories,453,104473.24101282393,12.853620516857006,2,18054,Lisa White,HR Specialist,6,1,1,58698.666505796646,501,Supplier C,912,180,1,3,3,9,1,5,2,5,86665.15500213017,16.48837108256272
54,Marketing,1284,Headphones,Gadgets,268,18002.138762258444,8.263984060522429,3,13744,Lisa White,Manager,7,1,1,32159.306847969718,621,Supplier C,999,354,3,6,9,7,5,3,4,10,16283.915204394458,8.938932568270817
19,Sales,1072,Charger,Gadgets,286,112340.07012035587,10.95891151454498,4,17395,John Doe,Engineer,7,0,0,92577.35536377807,974,Supplier D,952,464,8,5,5,3,8,10,6,14,80268.62477157665,21.89316496503824
72,Sales,1747,Headphones,Gadgets,166,35013.97367216945,13.678076811772767,8,19426,Michael Brown,HR Specialist,10,0,1,54971.09168241217,637,Supplier C,190,191,9,8,4,5,5,9,8,4,89757.4890601477,7.428962882325396
89,Production,1143,Tablet,Accessories,187,48991.186391718285,6.586293214159381,9,15170,Lisa White,Engineer,2,1,1,63452.08571863789,790,Supplier A,578,439,10,2,2,8,2,7,1,15,62013.87782378515,9.007507829650788
6,Marketing,1231,Headphones,Accessories,260,32225.1880726102,29.754674820022558,7,19890,Jane Smith,Manager,7,0,0,57937.99745156987,546,Supplier A,109,159,1,4,8,8,2,8,6,17,68846.64199339619,8.182338633908014
20,IT,1842,Laptop,Accessories,263,28411.030296783647,12.461207860373737,7,15441,Tom Green,Manager,7,1,1,74549.0968561878,862,Supplier C,491,70,7,9,4,9,9,5,7,6,51764.1063945797,1.4282211509397351
10,Sales,1486,Headphones,Electronics,236,144120.99510069407,14.0870281889354,1,12347,Michael Brown,HR Specialist,9,1,0,76802.82494064012,755,Supplier B,235,379,6,10,9,1,2,7,7,14,95366.93211232852,17.501268058605085
34,Sales,1679,Laptop,Electronics,342,33458.87547915839,26.645834734507293,10,18206,Lisa White,Technician,8,0,0,69941.5345788088,548,Supplier A,325,121,9,7,2,5,9,4,10,1,70634.30847873588,3.48367857681622
28,Production,1033,Laptop,Electronics,226,89675.89386354275,29.812657291179253,8,15788,Lisa White,Manager,6,0,1,46678.394421394674,680,Supplier A,732,187,5,5,5,2,1,5,10,16,43659.56793355292,5.090777250654976
99,HR,1777,Headphones,Accessories,256,45825.7254434424,19.307027600956175,1,19696,Tom Green,Technician,5,1,0,65953.59665480889,517,Supplier D,518,238,1,2,2,4,4,1,3,2,50723.70186353381,6.09011785355781
11,IT,1198,Tablet,Accessories,133,43471.47972351666,22.675032094153302,7,18376,John Doe,Engineer,4,0,1,110912.2523777781,506,Supplier B,525,220,10,7,10,5,10,10,6,10,38544.166927428,17.714885361376446
91,Sales,1415,Phone,Electronics,378,225843.8284121714,19.908644005716972,9,15733,Tom Green,HR Specialist,2,0,1,113598.1607554293,927,Supplier B,110,61,2,1,7,1,7,2,3,15,66432.64797828006,4.921704258378061
95,HR,1256,Charger,Electronics,350,49916.10051002789,11.035840818749497,10,15005,Lisa White,Salesperson,1,1,0,46778.25346889891,676,Supplier C,631,114,6,4,1,8,8,8,9,11,55975.13307584615,22.738117123544352
67,Production,1805,Tablet,Accessories,337,43896.0042155744,29.164057823879943,2,17465,Michael Brown,Manager,6,0,1,103455.75142846737,931,Supplier C,148,88,6,2,7,1,8,9,3,10,32536.56439185455,15.750921962172747
94,HR,1490,Charger,Accessories,159,128207.7136440875,28.452930001945422,5,19393,Jane Smith,Engineer,5,0,1,36708.05183576141,980,Supplier C,44,352,4,6,4,2,1,10,9,8,9802.642957678128,4.704924939952186
15,Sales,1094,Tablet,Accessories,142,11115.303044747856,8.05859443116781,3,13041,Tom Green,Technician,8,1,1,102482.86425727968,615,Supplier C,111,118,10,9,7,6,8,8,9,5,87150.18300987019,5.028029166749534
30,IT,1508,Tablet,Gadgets,489,22563.965462065124,28.764317994899937,7,19528,Jane Smith,Salesperson,5,1,1,49182.105614918655,555,Supplier C,354,224,1,7,9,3,7,7,9,13,95444.26930850599,23.24221471514118
91,HR,1059,Phone,Gadgets,218,5460.241835314014,12.84197446167532,2,11974,Michael Brown,Engineer,8,0,1,72784.42800252742,573,Supplier D,979,324,1,6,8,1,3,10,9,12,51493.148358971164,18.951620981143595
6,Sales,1767,Tablet,Electronics,459,48556.91809326543,10.55923435691106,9,13285,Jane Smith,Technician,6,1,0,118571.45810245888,790,Supplier A,616,241,10,1,1,3,10,10,5,19,68012.78932772347,7.5020362802608735
28,Production,1756,Tablet,Accessories,254,99603.19439545965,18.985884618316646,5,17749,Lisa White,Technician,2,0,0,63846.1646873866,509,Supplier A,427,472,2,6,8,9,5,6,4,10,59938.33956483416,16.187011412727163
87,Sales,1860,Tablet,Electronics,32,227269.00689665374,21.491766226007528,8,12670,John Doe,Salesperson,1,1,1,31408.2849692484,964,Supplier A,26,434,9,7,10,3,4,8,3,1,47383.37671795347,18.071541457750794
64,Sales,1209,Laptop,Gadgets,427,29823.7355067042,17.252576584064407,4,18506,Tom Green,HR Specialist,5,1,1,109268.68118878778,988,Supplier A,725,370,7,5,2,8,1,3,2,14,32792.78441853538,23.436388286139692
3,Marketing,1302,Headphones,Electronics,456,217896.77983531612,25.992713905203146,9,10230,Michael Brown,Technician,2,0,0,110528.70614742667,613,Supplier D,626,170,10,9,4,9,1,6,10,0,72450.27638436876,22.28012518877317
25,HR,1997,Phone,Accessories,334,99886.33184647498,25.75481992856712,7,17852,John Doe,Manager,9,0,1,103183.38659417893,687,Supplier A,61,485,6,8,3,10,2,8,4,9,49321.85945896495,13.08807724595076
42,IT,1400,Headphones,Accessories,20,59200.317751185656,11.796252412339976,9,17324,Tom Green,Salesperson,1,0,0,53680.13348204068,705,Supplier B,464,454,6,8,7,10,2,10,5,3,6529.833854602977,11.358585554017331
11,IT,1434,Laptop,Electronics,309,28464.01076348955,9.660871743110793,5,12248,Lisa White,Technician,8,0,1,117798.14369538303,727,Supplier A,878,426,7,1,2,5,7,4,10,5,68454.22111614628,20.139831580227366
54,Production,1008,Headphones,Gadgets,26,54679.57076418566,14.45468996882962,4,18464,Tom Green,Engineer,8,1,0,64024.27500062239,605,Supplier B,205,242,9,2,2,3,10,10,9,15,52928.86805133282,16.67013383692415
52,IT,1681,Phone,Gadgets,295,24103.365272232808,22.360173077142136,7,11896,Jane Smith,Technician,3,1,0,108731.53916703304,732,Supplier C,649,418,10,8,4,10,8,1,4,6,75156.62408630716,4.687910576064705
71,IT,1176,Laptop,Electronics,304,75027.12063150774,20.87712087206015,1,10116,Lisa White,Manager,2,1,1,107007.58706187997,659,Supplier A,363,301,10,6,3,6,8,8,8,13,81353.84529689304,12.007597634875612
56,Production,1398,Phone,Gadgets,183,124644.7220637404,18.12856417877171,5,10968,Michael Brown,Salesperson,7,1,1,39471.17888469266,851,Supplier B,899,461,4,8,6,7,7,9,5,16,11315.656146351215,15.184081662404626
17,HR,1376,Headphones,Gadgets,133,97815.70051660524,18.541783382615144,2,17642,Michael Brown,Engineer,1,0,1,31367.071511448306,629,Supplier D,11,369,8,9,2,10,1,10,6,15,30037.991847150235,14.207712636028297
25,HR,1544,Tablet,Electronics,6,99825.78771816492,17.951195127139535,10,18050,Tom Green,HR Specialist,4,1,0,103487.77972855969,503,Supplier A,788,276,4,1,3,6,2,9,9,9,31956.85124225152,13.619189788751981
42,Sales,1704,Laptop,Accessories,370,15920.612294879034,8.369429687474867,6,12074,Lisa White,Technician,2,0,0,87624.03689692168,794,Supplier D,803,287,1,2,9,4,9,6,8,14,31471.100511999077,3.785693219322514
96,Production,1995,Charger,Gadgets,369,16363.467602457147,28.660844488358457,8,17945,Jane Smith,Salesperson,2,0,0,80461.5556953012,917,Supplier D,436,298,5,10,6,10,8,1,3,10,54780.65112956838,23.966521855807148
19,IT,1447,Laptop,Electronics,229,13637.48326793632,6.3993545647433905,9,18883,Jane Smith,HR Specialist,3,0,1,33836.32833290079,865,Supplier D,789,486,9,8,6,1,4,2,9,7,99944.95547396995,21.77739226914987
5,Marketing,1867,Phone,Electronics,110,36666.84114403311,15.94916772582703,8,16858,Tom Green,HR Specialist,7,1,0,79503.2189253054,580,Supplier C,156,240,4,1,10,1,2,1,5,12,7760.4139664310605,15.68207633510475
46,IT,1978,Phone,Gadgets,260,84550.40184455884,22.855734531067867,5,14197,Lisa White,HR Specialist,3,1,1,112323.86563941186,576,Supplier A,388,173,7,4,8,1,1,5,4,0,96237.77977257865,18.72139529705283
13,Marketing,1528,Tablet,Electronics,57,26195.46264419023,26.225699820189885,2,18880,Tom Green,Manager,6,0,1,74314.85297071686,798,Supplier C,524,476,2,8,6,3,7,9,10,16,67451.34011379171,10.554338625648885
17,IT,1514,Charger,Electronics,118,67568.73634885873,22.17221578293737,3,17349,Lisa White,Technician,6,0,1,39227.38517121725,602,Supplier C,632,424,2,8,9,9,7,10,7,18,36429.90058828249,22.65861511392575
2,Sales,1531,Charger,Gadgets,495,195440.22014543947,8.326851975399592,2,10120,Jane Smith,Technician,9,1,0,104075.18043353649,691,Supplier C,584,147,3,9,10,6,7,2,9,19,80490.11057833867,6.406831731504055
83,IT,1410,Phone,Gadgets,182,117373.14696081838,26.919994731847016,8,15562,Lisa White,HR Specialist,9,0,0,30812.650538601392,693,Supplier A,18,175,3,1,7,7,2,4,3,5,30301.930056370213,20.109004858332927
7,Production,1728,Phone,Gadgets,11,25340.369107572496,12.624522646018207,1,14890,Michael Brown,HR Specialist,5,0,0,51743.33176456017,872,Supplier A,805,475,10,7,4,6,2,1,9,18,41322.03269858867,5.552877521842177
32,Marketing,1337,Headphones,Electronics,245,62631.645527278546,5.402383250564495,9,19603,Lisa White,Technician,8,1,0,101939.05463648071,670,Supplier D,990,237,5,5,4,4,2,5,5,16,34162.206462834336,9.939398317945603
90,Sales,1227,Headphones,Accessories,253,4714.940393573193,10.87953660252797,9,11904,Michael Brown,Engineer,4,0,0,115596.41362434415,567,Supplier B,726,182,2,8,2,2,7,8,10,9,38957.277026700176,15.923129756424993
32,Marketing,1002,Tablet,Electronics,457,16969.868233679575,27.161090621640465,1,19117,Michael Brown,Manager,1,0,0,47827.43425915697,507,Supplier B,504,402,10,1,3,6,5,2,10,7,15647.794324345336,16.475637046430712
73,IT,1094,Headphones,Electronics,449,63679.475223019486,10.036414667016683,5,13738,Jane Smith,Technician,6,1,1,44169.852200966954,627,Supplier B,509,379,1,7,1,2,10,2,7,8,87932.38700134902,11.182456303298515
18,Marketing,1376,Charger,Accessories,409,166178.10780696745,14.435373248002982,7,17386,Lisa White,Technician,4,0,0,53508.07061594676,618,Supplier A,540,418,6,3,10,2,2,3,3,13,69922.36391090977,1.130570881821071
18,IT,1250,Laptop,Gadgets,395,27105.002411253794,11.665810340099496,8,13773,Michael Brown,HR Specialist,10,0,1,84398.22289682797,518,Supplier C,955,290,3,9,2,1,5,1,8,12,87421.34856874058,24.009818676500984
41,HR,1519,Charger,Accessories,109,18473.31857377903,17.71761654363441,2,11794,Jane Smith,HR Specialist,5,0,1,109137.64783583969,742,Supplier D,863,202,8,10,10,1,4,5,2,18,64934.46382960003,13.197680004407708
50,HR,1096,Tablet,Accessories,145,141945.8224943767,20.401447375754728,3,18437,John Doe,Technician,8,0,1,96959.27126441065,594,Supplier D,307,197,7,9,1,2,7,2,3,11,72811.78090200745,16.253259637877804
71,HR,1861,Phone,Electronics,51,246913.88391511122,5.7636196060373415,2,17798,Tom Green,HR Specialist,5,1,1,103697.17907106125,772,Supplier C,399,329,5,5,7,1,10,6,9,19,65349.565867731944,23.818250402328157
84,Production,1735,Charger,Electronics,60,9609.526508500521,18.45080041747811,8,19494,Lisa White,Manager,5,0,1,112285.29674551079,626,Supplier B,505,136,3,10,7,4,8,6,7,18,74740.60001563643,19.678402199102003
48,IT,1078,Laptop,Accessories,115,69480.49428997809,14.755547072641033,4,10080,Michael Brown,HR Specialist,6,0,1,59919.024095458415,945,Supplier B,753,346,3,1,7,4,9,5,2,16,20969.250863633508,17.188642392165356
57,Sales,1810,Phone,Accessories,191,138097.90171274237,6.447233652645302,6,15660,Michael Brown,Technician,7,1,0,35227.54090929649,778,Supplier D,155,193,10,5,3,8,4,6,3,19,30018.43445171685,20.17444376746907
28,Production,1899,Tablet,Electronics,269,66410.58817404315,14.9727936062632,1,13076,Michael Brown,Salesperson,4,1,1,101022.43473920847,595,Supplier C,840,485,2,2,10,1,9,7,3,7,20155.122770587914,9.620794718185145
27,Marketing,1460,Tablet,Gadgets,412,41046.87233096518,24.437945422249378,10,16547,Lisa White,HR Specialist,7,1,0,105216.36353770825,810,Supplier D,818,201,7,10,1,8,10,2,5,4,72493.28163677882,2.697387722968572
22,Marketing,1663,Phone,Electronics,493,67524.82171407747,10.017136624246579,3,12833,Tom Green,HR Specialist,7,0,0,44302.90792480759,720,Supplier D,28,183,1,9,3,2,7,9,8,1,8725.688893619557,19.0941163359756
